,postal_code,school_name,url_address,address,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,results.SEARCHVAL,results.BLK_NO,results.ROAD_NAME,results.BUILDING,results.ADDRESS,results.X,results.Y,results.LATITUDE,results.LONGITUDE
178,556095,ZHONGHUA PRIMARY SCHOOL,http://www.zhonghuapri.moe.edu.sg,12   SERANGOON AVENUE 4,62835413,na,62823882,na,zhonghua_ps@moe.edu.sg,"Ang Mo Kio MRT, Bishan MRT, Serangoon MRT","Boundary Road: 22,24,53,105,156,315,853,501,502 Yio Chu Kang Road: 70,76,103,147,156,501,502",MDM ROSTINAH BTE MOHAMAD SAID,MDM THAM SIEW LENG,MRS TRINA YEE-POOK SIM NAR,NULL,NULL,NULL,NULL,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,ZHONGHUA PRIMARY SCHOOL,12,SERANGOON AVENUE 4,ZHONGHUA PRIMARY SCHOOL,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,32055.77661,38029.91612,1.360203297,103.8697624
179,556108,YANGZHENG PRIMARY SCHOOL,http://www.yangzhengpri.moe.edu.sg/,15   SERANGOON AVENUE 3,62846298,na,62879778,na,YZPS@MOE.EDU.SG,Serangoon Station,"58 & 105 (Outside the school, Serangoon Ave 3) 133 & 135(Serangoon Ave 2)",MRS LIM- FOO BOON CHING,MDM NG LI YI,NULL,NULL,NULL,NULL,NULL,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,YANGZHENG PRIMARY SCHOOL,15,SERANGOON AVENUE 3,YANGZHENG PRIMARY SCHOOL,15 SERANGOON AVENUE 3 YANGZHENG PRIMARY SCHOOL SINGAPORE 556108,31925.93159,36751.94031,1.348645758,103.8685955
180,556111,NANYANG JUNIOR COLLEGE,http://www.nanyangjc.moe.edu.sg/,128  SERANGOON AVENUE 3,62842281,na,62855147,na,nyjc@moe.edu.sg,2-minute walk from the Lorong Chuan MRT Station (Circle Line),"22, 24, 53, 73, 133, 105, 135, 136, 156, 853",MR LOW CHUN MENG,MISS WU XINPING JENNIFER,MR KOH CHEE HUI,NULL,NULL,NULL,NULL,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,na,na,na,NANYANG JUNIOR COLLEGE,128,SERANGOON AVENUE 3,NANYANG JUNIOR COLLEGE,128 SERANGOON AVENUE 3 NANYANG JUNIOR COLLEGE SINGAPORE 556111,31692.57803,36932.9914,1.350283149,103.8664987
181,556123,ZHONGHUA SECONDARY SCHOOL,http://www.zhonghuasec.moe.edu.sg,13   SERANGOON AVENUE 3,62824339,na,62823472,na,ZHONGHUA_SS@MOE.EDU.SG,SERANGOON MRT,"22, 43, 45, 53, 58, 70, 81, 82, 100, 101, 103, 105, 107, 109, 133, 135, 147, 153, 158, 315, 317, 853",MISS LOW SHIOK CHENG CINDY,MR KOH KAI HONG,NULL,NULL,NULL,NULL,NULL,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,na,ZHONGHUA SECONDARY SCHOOL,13,SERANGOON AVENUE 3,ZHONGHUA SECONDARY SCHOOL,13 SERANGOON AVENUE 3 ZHONGHUA SECONDARY SCHOOL SINGAPORE 556123,32018.85312,36725.56403,1.348407208,103.8694305
182,556140,ST. GABRIEL'S SECONDARY SCHOOL,http://www.stgabrielssec.moe.edu.sg,24   SERANGOON AVENUE 1,62889470,na,62898615,na,STGSS@MOE.EDU.SG,SERANGOON MRT,158,MR LIM CHEE KOON SHAWN,MISS CHENG LI NGOH JACKIE,MDM YEE WHOY CHONG,NULL,NULL,NULL,NULL,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,SAINT GABRIEL'S SECONDARY SCHOOL,24,SERANGOON AVENUE 1,SAINT GABRIEL'S SECONDARY SCHOOL,24 SERANGOON AVENUE 1 SAINT GABRIEL'S SECONDARY SCHOOL SINGAPORE 556140,32760.45066,36513.35831,1.346487987,103.8760942
183,556742,ST. GABRIEL'S PRIMARY SCHOOL,http://www.stgabrielspri.moe.edu.sg,220  Lorong Chuan,62803628,na,63820344,na,STGPS@MOE.EDU.SG,Lor Chuan MRT Station (Circle Line),"73, 105, 159",MR MARTIN TAN SIEW KIN,MR KEITH TAN CHIN HENG,NULL,NULL,NULL,NULL,NULL,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,MORNING STAR COMMUNITY SERVICES (SGPS),220,LORONG CHUAN,MORNING STAR COMMUNITY SERVICES (SGPS),220 LORONG CHUAN MORNING STAR COMMUNITY SERVICES (SGPS) SINGAPORE 556742,31226.41034,36825.12166,1.349307668,103.8623099
184,558979,CHIJ OUR LADY OF GOOD COUNSEL,http://www.chijourladyofgoodcounsel.moe.edu.sg,2C   Burghley Drive,62886930,na,62814132,na,chijolgcs@moe.edu.sg,"Ang Mo Kio MRT, Bishan MRT, Serangoon MRT station.","317 Feeder Bus Service from Serangoon Interchange. 135,136 from Ang Mo Kio Interchange.",MISS TAN LEE YIN GRACE,MRS WONG-LIM ENG LING ANGELINA,MISS LIAT MEI KUEN GERALDINE SHARON,NULL,NULL,NULL,NULL,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,CHIJ OUR LADY OF GOOD COUNSEL,2C,BURGHLEY DRIVE,CHIJ OUR LADY OF GOOD COUNSEL,2C BURGHLEY DRIVE CHIJ OUR LADY OF GOOD COUNSEL SINGAPORE 558979,31415.53409,37723.19735,1.357429523,103.8640094
185,569206,ANDERSON SECONDARY SCHOOL,http://www.andersonsec.moe.edu.sg,10   ANG MO KIO STREET 53,64598303,na,64586104,na,anderson_ss@moe.edu.sg,"ANG MO KIO MRT, YIO CHU KANG MRT","265, 548, 45, 50, 72",MDM THONG MAY TENG,MDM LOW CHIA YEE,MR JONAH LIM TUCK HWAY,NULL,NULL,NULL,NULL,ANG MO KIO,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,Yes,No,No,Chinese,Malay,Tamil,ANDERSON SECONDARY SCHOOL,10,ANG MO KIO STREET 53,ANDERSON SECONDARY SCHOOL,10 ANG MO KIO STREET 53 ANDERSON SECONDARY SCHOOL SINGAPORE 569206,30029.38971,39593.05976,1.374340017,103.8515541
186,569228,JING SHAN PRIMARY SCHOOL,http://www.jingshanpri.moe.edu.sg,5    ANG MO KIO ST 52,64566305,na,64581619,na,jsps@moe.edu.sg,Ang Mo Kio MRT,Bus 265,MDM BOEY HUEY PENG SHARON,MISS REZIA RAHUMATHULLAH,MISS NG SUAT THENG ANGELA,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,ALPHAJOY STUDENT CARE CENTRE (JING SHAN),5,ANG MO KIO STREET 52,ALPHAJOY STUDENT CARE CENTRE (JING SHAN),5 ANG MO KIO STREET 52 ALPHAJOY STUDENT CARE CENTRE (JING SHAN) SINGAPORE 569228,30052.69811,39330.38261,1.371964457,103.8517635
187,569277,DEYI SECONDARY SCHOOL,http://www.deyisec.moe.edu.sg,1    ANG MO KIO STREET 42,64561565,na,64583364,na,DEYI_SS@MOE.EDU.SG,ANG MO KIO MRT,"22, 24, 25, 45, 50, 55, 73, 74, 76, 88, 132, 135, 159, 162, 165, 261, 262, 268, 652, 853",MRS LIM AI POO,MDM TAN SHAO MAY,MR APOLLOS INDUCHOODAN S/O R A P,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,DEYI SECONDARY SCHOOL,1,ANG MO KIO STREET 42,DEYI SECONDARY SCHOOL,1 ANG MO KIO STREET 42 DEYI SECONDARY SCHOOL SINGAPORE 569277,30139.75725,38670.53506,1.365997026,103.8525458
188,569299,TECK GHEE PRIMARY SCHOOL,http://www.teckgheepri.moe.edu.sg,1    ANG MO KIO STREET 32,64548769,na,64589886,na,tgps@moe.edu.sg,Ang Mo Kio & Bishan,"22,24,135,853,162,262,159",MR WONG JIA WANG,MDM RAPS AZRINAH,NULL,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,NASCANS @ TECK GHEE,1,ANG MO KIO STREET 32,NASCANS @ TECK GHEE,1 ANG MO KIO STREET 32 NASCANS @ TECK GHEE SINGAPORE 569299,29968.82217,38632.18192,1.365650185,103.8510098
189,569362,ANG MO KIO SECONDARY SCHOOL,http://www.angmokiosec.moe.edu.sg,6    ANG MO KIO STREET 22,64548605,na,64582425,na,AMKSS@MOE.EDU.SG,ANG MO KIO MRT,"13, 74, 76, 88, 130, 132, 133, 136, 165, 169, 265, 268, 269, 851, 852",MR SHAW SWEE TAT,MDM TONG WAI HAN,MDM LEE KEE CHIN,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,ANG MO KIO SECONDARY SCHOOL,6,ANG MO KIO STREET 22,ANG MO KIO SECONDARY SCHOOL,6 ANG MO KIO STREET 22 ANG MO KIO SECONDARY SCHOOL SINGAPORE 569362,28983.38476,38818.7071,1.367337102,103.842155
190,569384,MAYFLOWER SECONDARY SCHOOL,http://www.mayflowersec.moe.edu.sg,2    ANG MO KIO STREET 21,64577783,na,64583284,na,MAYFLOWER_SS@MOE.EDU.SG,"ANG MO KIO MRT, MAYFLOWER MRT (Targeted to open in 2020)","71, 76, 132, 165, 166, 169, 262, 265, 268, 269",MDM LEE EET FONG,MR GOH KENG TENG GORDON,MR PRASHANT S/O JAYAPRAGAS,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,MAYFLOWER SECONDARY SCHOOL,2,ANG MO KIO STREET 21,MAYFLOWER SECONDARY SCHOOL,2 ANG MO KIO STREET 21 MAYFLOWER SECONDARY SCHOOL SINGAPORE 569384,28227.26649,38922.15489,1.368272662,103.8353607
191,569405,CHIJ ST. NICHOLAS GIRLS' SCHOOL,http://www.chijstnicholasgirls.moe.edu.sg,501  ANG MO KIO STREET 13,63541839 (Secondary),64549698 (Primary),64511335 (Secondary),64566169 (Primary),chijsng_sec@moe.edu.sg,"ANG MO KIO MRT, YIO CHU KANG MRT, MAYFLOWER MRT (End 2021)","76, 265, 268, 269",MDM FIONA YEO SU LING,MISS YEO TECK WOON,MS BAEY EE-LYN,MDM AMY TAN,MR TING POH LEONG ALOYSIUS,NULL,NULL,ANG MO KIO,NORTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,Yes,Chinese,na,na,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,501,ANG MO KIO STREET 13,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,501 ANG MO KIO STREET 13 CHIJ SAINT NICHOLAS GIRLS' SCHOOL SINGAPORE 569405,28104.01959,39497.61062,1.373476879,103.8342533
192,569730,TOWNSVILLE PRIMARY SCHOOL,http://www.townsvillepri.moe.edu.sg/,3    ANG MO KIO AVE 10,64574345,na,64570141,na,TOWNSVILLEPS@MOE.EDU.SG,"Bishan MRT, Ang Mo Kio MRT Stations","45, 50, 55, 261, 548, 22, 24, 128, 135, 159, 162, 162M, 262, 853",MR TAN BOON HONG VICTOR,MDM LYNETTE FERNANDEZ,NULL,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,PRO-TEACH SCHOOLCARE (TOWNSVILLE) LLP,3,ANG MO KIO AVENUE 10,PRO-TEACH SCHOOLCARE (TOWNSVILLE) LLP,3 ANG MO KIO AVENUE 10 PRO-TEACH SCHOOLCARE (TOWNSVILLE) LLP SINGAPORE 569730,30275.89298,38001.49926,1.359946495,103.853769
193,569785,ANDERSON PRIMARY SCHOOL,http://www.andersonpri.moe.edu.sg,19   ANG MO KIO AVE 9,64560340,na,65522310,na,anderson_ps@moe.edu.sg,Yio Chu Kang MRT Station,"Ang Mo Kio Ave 9 - Bus 76, 265, 268",MDM DELIA HOO,"MDM NGOH YING LI, JANE",NULL,NULL,NULL,NULL,NULL,ANG MO KIO,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,ALPHAJOY STUDENT CARE CENTRE (ANDERSON PRIMARY),19,ANG MO KIO AVENUE 9,ALPHAJOY STUDENT CARE CENTRE (ANDERSON PRIMARY),19 ANG MO KIO AVENUE 9 ALPHAJOY STUDENT CARE CENTRE (ANDERSON PRIMARY) SINGAPORE 569785,28900.66278,40683.25615,1.384199419,103.8414117
194,569843,ANDERSON SERANGOON JUNIOR COLLEGE,www.asrjc.moe.edu.sg,4500 ANG MO KIO AVENUE 6,64596822,na,64598734,na,asrjc@moe.edu.sg,Yio Chu Kang MRT Station,"13, 45, 86, 162, 269, 825, 851, 852, 853, 860",MR MANOGARAN S/O SUPPIAH,MDM LOW BEE YEN,MR CHAN ZHENG MING,NULL,NULL,NULL,NULL,ANG MO KIO,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,Chinese,Malay,Tamil,ANDERSON SERANGOON JUNIOR COLLEGE,4500,ANG MO KIO AVENUE 6,ANDERSON SERANGOON JUNIOR COLLEGE,4500 ANG MO KIO AVENUE 6 ANDERSON SERANGOON JUNIOR COLLEGE SINGAPORE 569843,29384.67835,40102.14957,1.37894408,103.8457609
195,569845,PRESBYTERIAN HIGH SCHOOL,http://www.presbyterian.moe.edu.sg,5209 ANG MO KIO AVENUE 6,64543722,na,64543430,na,presbyterian@moe.edu.sg,YIO CHU KANG MRT,"45, 70, 70M, 71, 76, 86, 668, 851, 851e, 852, 853",MR OWYONG TUCK SING VICTOR,MISS YEW MEI FOONG SARAH,NULL,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,ANG MO KIO PRESBYTERIAN CHURCH,5209,ANG MO KIO AVENUE 6,ANG MO KIO PRESBYTERIAN CHURCH,5209 ANG MO KIO AVENUE 6 ANG MO KIO PRESBYTERIAN CHURCH SINGAPORE 569845,29008.75184,40412.89589,1.381754374,103.842383
196,569868,YIO CHU KANG SECONDARY SCHOOL,http://www.yiochukangsec.moe.edu.sg,3063 ANG MO KIO AVENUE 5,64560669,na,65522927,na,yckss@moe.edu.sg,YIO CHU KANG MRT,"13, 45, 86, 138, 162, 269, 851, 852, 853",MRS LIM CAROL,MISS S G SARAH ABDULLAH,MR LIM HOCK CHYE KEVIN,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,YIO CHU KANG SECONDARY SCHOOL,3063,ANG MO KIO AVENUE 5,YIO CHU KANG SECONDARY SCHOOL,3063 ANG MO KIO AVENUE 5 YIO CHU KANG SECONDARY SCHOOL SINGAPORE 569868,28981.37612,39995.09986,1.377975977,103.842137
197,569920,ANG MO KIO PRIMARY SCHOOL,http://www.angmokiopri.moe.edu.sg,20   ANG MO KIO AVENUE 3,64520794,na,64588121,na,AMKPS@MOE.EDU.SG,Ang Mo Kio MRT Station,"76,132,165,166,169,200,000,000",MRS LIM BEE LAY,MR KYAW SAW LYNN,MDM TAN SIEW KHIM (CHEN XIUQIN),NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,ANG MO KIO STUDENT CARE CENTRE,20,ANG MO KIO AVENUE 3,ANG MO KIO STUDENT CARE CENTRE,20 ANG MO KIO AVENUE 3 ANG MO KIO STUDENT CARE CENTRE SINGAPORE 569920,28636.87679,39012.76019,1.369092058,103.8390414
198,569948,MAYFLOWER PRIMARY SCHOOL,http://www.mayflowerpri.moe.edu.sg,6    Ang Mo Kio Avenue 2,64520849,na,64534116,na,MAYFLOWER_PS@MOE.EDU.SG,Yio Chu Kang MRT Station.,"13,86,138,162,269,851,852,853.",MRS LIM- CHUA SIOW LING,MDM CHNG HWUI LIN WINEFREDE,MISS KONG YUIT CHAN NOELLE,NULL,NULL,NULL,NULL,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,6 ANG MO KIO AVENUE 2 SINGAPORE 569948,6,ANG MO KIO AVENUE 2,NIL,6 ANG MO KIO AVENUE 2 SINGAPORE 569948,28276.73531,39792.77255,1.376146217,103.8358052
199,573838,EUNOIA JUNIOR COLLEGE,http://www.eunoiajc.moe.edu.sg,2    Sin Ming Place,63518388,na,63518399,na,eunoiajc@moe.edu.sg,"Bishan MRT Station, Marymount MRT Station, Ang Mo Kio MRT Station","13, 52, 74, 88, 130, 410G, 410W, 851, 852",MDM CHEANG MEI HENG,MR TAY JUNCHENG ADRIAN,MR CHEN XUANTING EDMUND,NULL,NULL,NULL,NULL,BISHAN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,Yes,Chinese,Malay,Tamil,EUNOIA JUNIOR COLLEGE,2,SIN MING PLACE,EUNOIA JUNIOR COLLEGE,2 SIN MING PLACE EUNOIA JUNIOR COLLEGE SINGAPORE 573838,28886.69913,38243.76923,1.362137572,103.8412862
200,575566,PEIRCE SECONDARY SCHOOL,http://www.peircesec.moe.edu.sg,10   SIN MING WALK,64576454,na,64576448,na,PEIRCE_SS@MOE.EDU.SG,"ANG MO KIO MRT, BISHAN MRT, MARYMOUNT MRT, BRIGHT HILL MRT (target opening in Q3, 2021)","52, 132, 162, 163, 165, 166, 167, 410, 855, 980",MDM BETTY CHANG,MRS NG MONG KHENG,MS NG BOON MIN,NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,PEIRCE SECONDARY SCHOOL,10,SIN MING WALK,PEIRCE SECONDARY SCHOOL,10 SIN MING WALK PEIRCE SECONDARY SCHOOL SINGAPORE 575566,27654.72767,38743.77386,1.366659447,103.8302161
201,575954,RAFFLES INSTITUTION,http://www.ri.edu.sg,1    RAFFLES INSTITUTION LANE,64199242,na,64199238,na,comms@ri.edu.sg,"BISHAN MRT, MARYMOUNT MRT","410,13,50,52,53,54,55,56,57,58,59,71,74,88,93,128,130,132,156,157,162,163,165,166,167,851,852,855,980",MR YEO KOK PENG FREDERICK,MDM THOR POH SIN THERESA,MR EDWARD NG,MR CHEN ZIYANG,MR ANG PENG SIONG BRIAN LAGMAN,MRS REAVLEY MUNN YE,MS NG MEI SZE,BISHAN,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,Yes,Yes,Chinese,Malay,Tamil,RAFFLES INSTITUTION,1,RAFFLES INSTITUTION LANE,RAFFLES INSTITUTION,1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION SINGAPORE 575954,29397.4035,36480.1224,1.346187758,103.8458751
202,579646,AI TONG SCHOOL,http://www.aitong.moe.edu.sg,100  Bright Hill Drive,64547672,na,64532726,na,AITONG_SCH@MOE.EDU.SG,Bishan MRT,"410, 162, 52",MDM GOH LING LING DIANE,"MDM NG BEE ENG, CINDY",MR YAK BENG WEI,NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,PRO-TEACH SCHOOLCARE (AI TONG),100,BRIGHT HILL DRIVE,PRO-TEACH SCHOOLCARE (AI TONG),100 BRIGHT HILL DRIVE PRO-TEACH SCHOOLCARE (AI TONG) SINGAPORE 579646,27966.80919,38071.91869,1.36058343,103.8330203
203,579747,WHITLEY SECONDARY SCHOOL,http://www.whitleysec.moe.edu.sg,30   BISHAN STREET 24,64561336,na,64591330,na,WHITLEY_SS@MOE.EDU.SG,"BISHAN MRT, MARYMOUNT MRT","13, 52, 54, 74, 74E, 88, 162, 162M,  588, 410, 851, 852",MDM S SAROJA,MR TYEBALLY AZIZ,MR KANG LENG KHIM VINCENT,NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,WHITLEY SECONDARY SCHOOL,30,BISHAN STREET 24,WHITLEY SECONDARY SCHOOL,30 BISHAN STREET 24 WHITLEY SECONDARY SCHOOL SINGAPORE 579747,29027.6163,37460.2927,1.355052085,103.8425524
204,579767,CATHOLIC HIGH SCHOOL,http://www.catholichigh.moe.edu.sg,9    BISHAN STREET 22,64582177 (Secondary),64589869 (Primary),64561322 (Secondary),64593938 (Primary),chs@moe.edu.sg,BISHAN MRT,"13, 52, 54, 88, 156, 162, 162M, 410",MR POH CHUN LECK,MISS HO PING PING,MS TAN PEY SAN,MR TAN KELLY,NULL,NULL,NULL,BISHAN,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,Yes,Yes,Chinese,na,na,CATHOLIC HIGH SCHOOL,9,BISHAN STREET 22,CATHOLIC HIGH SCHOOL,9 BISHAN STREET 22 CATHOLIC HIGH SCHOOL SINGAPORE 579767,29286.06175,37423.91355,1.354723075,103.8448747
205,579793,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,http://www.kuochuanpresbyterianpri.moe.edu.sg,8    BISHAN STREET 13,62595396,na,62588012,na,KCPPS@MOE.EDU.SG,Bishan MRT Station,"54, 56, 410, 410G",MRS YEE-TOH GEK KHIAW,MISS CHEW MAY,MR TOH KIM SING (ZHUO JINSHENG),NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 579793,30414.92912,36835.11679,1.349398137,103.8550182
206,579795,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,http://www.kuochuanpresbyteriansec.moe.edu.sg,10   BISHAN STREET 13,62593811,na,63536535,na,kcpss@moe.edu.sg,BISHAN MRT,"54, 56, 410G, 410W",MR JUSTIN TAN,MR TAN CHE CHUEN TIMOTHY,NULL,NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,10,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,10 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL SINGAPORE 579795,30411.09035,36920.60913,1.350171299,103.8549837
207,579806,GUANGYANG PRIMARY SCHOOL,http://www.guangyangpri.moe.edu.sg,6    Bishan Street 12,62580455,na,62580010,na,GYPS@MOE.EDU.SG,Bishan MRT,"13,52,54,55,56,57,59,88,93,156,157,163,410",MR LAU ENOCH,MR HO SENG TAT SUNNY,NULL,NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,GUANGYANG PRIMARY SCHOOL,6,BISHAN STREET 12,GUANGYANG PRIMARY SCHOOL,6 BISHAN STREET 12 GUANGYANG PRIMARY SCHOOL SINGAPORE 579806,29795.61021,36425.0979,1.345690115,103.8494532
208,579807,GUANGYANG SECONDARY SCHOOL,http://guangyangsec.moe.edu.sg,8    BISHAN STREET 12,62589781,na,63543108,na,gyss@moe.edu.sg,BISHAN MRT,"13, 56, 57, 59, 71, 88, 93, 157, 163, 410",MR LIM HOCK CHUAN ALVIN,MR KOH LIP KANG,NULL,NULL,NULL,NULL,NULL,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,No,No,No,No,Chinese,Malay,Tamil,GUANGYANG SECONDARY SCHOOL,8,BISHAN STREET 12,GUANGYANG SECONDARY SCHOOL,8 BISHAN STREET 12 GUANGYANG SECONDARY SCHOOL SINGAPORE 579807,29879.71159,36283.39068,1.34440856,103.8502089
209,597610,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,http://www.peihwapresbyterianpri.moe.edu.sg/,7    PEI WAH AVENUE,64663787,64663797,64621944,na,phpps@moe.edu.sg,Beauty World,"970, 852, 174, 173, 157, 77, 61",MRS ELSIE POEY,MRS JACQUELINE HIEW,MDM YONG MING WOEI CHLOE,NULL,NULL,NULL,NULL,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,Yes,No,No,No,Chinese,na,na,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7,PEI WAH AVENUE,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7 PEI WAH AVENUE PEI HWA PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 597610,21632.89875,35581.0631,1.338056346,103.7761064
210,598112,BUKIT TIMAH PRIMARY SCHOOL,http://www.bukittimahpri.moe.edu.sg,111  Lorong Kismis,64662863,na,64692179,na,bukittimahps@moe.edu.sg,"Beauty World, Bukit Batok and Clementi Stations",173,MDM LEN LENG LENG TERESA KELLY,MR WONG SUNG LAI,MDM KITHA D/O ARUMUGAM,NULL,NULL,NULL,NULL,BUKIT TIMAH,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,AFTERSCHOOL @ BUKIT TIMAH PRIMARY SCHOOL,111,LORONG KISMIS,AFTERSCHOOL @ BUKIT TIMAH PRIMARY SCHOOL,111 LORONG KISMIS AFTERSCHOOL @ BUKIT TIMAH PRIMARY SCHOOL SINGAPORE 598112,20603.34799,35547.19961,1.337749862,103.7668553
